N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,crop
23.228570348875724,66.28767255907674,58.08483794008315,20.10021919427973,47.03520813091358,7.08253311311965,48.617885188940505,sandy,rabi,semi-arid,chickpea
97.15902542356014,26.73607282260436,40.36757791113301,26.12849501999956,82.03396143382824,6.5509652388566115,230.7623087400785,clayey,kharif,coastal,rice
80.72348679961769,47.85834577518916,45.792522091493815,19.919480718461838,46.569013835938236,7.038145388351437,57.59258780677786,alluvial,rabi,north,wheat
101.5241937901004,19.99303372230663,37.07953014435485,24.301873507682785,67.38872526125154,5.927441510616153,145.49273625804034,laterite,kharif,hills,coffee
32.070971156549625,141.34223499026137,211.76222106180055,15.486877327104539,94.45381240767317,7.146253947819004,109.82614041516285,silty,temperate,hills,apple
10.00594281717579,137.8531595147349,197.8797972586044,20.445785735486808,86.48062778429532,6.9088011848643065,89.65823193740049,silty,temperate,hills,apple
97.0506021406447,48.355764769846246,57.04429232041297,23.832062430623715,65.78634695627687,6.527916065424993,153.5770735873507,loamy,kharif,plains,maize
98.46626842794018,39.54300465505622,37.93774073574578,21.423868281505868,68.11633245547611,6.273225956583154,177.5175788987412,laterite,kharif,hills,coffee
106.1253617525784,34.40160714233035,14.697079795043717,28.67006439843093,58.13475049768131,7.006046147375303,66.07861243082333,black,kharif,deccan,cotton
98.0553113862927,17.757007917823966,34.5128823803496,19.745172400992768,59.23741473830483,6.580335601950251,208.0760025880287,laterite,kharif,hills,coffee
80.74773935464246,61.28469732435164,30.143359849307366,28.509280566725423,78.58243693147784,6.526050554505986,227.69901932211727,clayey,kharif,coastal,rice
60.230133606739244,51.2401252418998,26.87771893657313,25.03932463953465,65.27934483996717,6.666649170914862,113.51013153017558,loamy,kharif,plains,maize
30.86952918308686,78.5185486052752,59.81169694183834,19.754269961541173,46.25797119382726,7.684892429997136,64.86863976367391,sandy,rabi,semi-arid,chickpea
13.560843586775627,128.06843492661918,198.23580114163883,15.584684981025532,88.57634283470466,6.1620901627308475,81.78016221985956,silty,temperate,hills,apple
98.8528700444591,43.6653140723723,36.5650151973317,27.81713804275565,82.14796166672153,6.527441493912803,183.37187831569753,clayey,kharif,coastal,rice
100.79914754931255,91.79832329754387,66.51424842931463,28.85933903218496,90.31465442013757,5.864743983220754,182.45946897258762,loamy,zaid,tropical,banana
79.06869378415138,40.114512916706545,36.408823553376926,25.17287776968813,96.29253390517972,6.824808940725246,242.72097367110857,clayey,kharif,coastal,rice
91.72769403312341,70.49302063495838,62.12726885069867,27.34730028921355,77.31280152934124,6.684142380393936,157.04924994377427,loamy,zaid,tropical,banana
79.10613122578678,48.01339846754487,53.67544286627489,19.588430168627845,56.49389497904258,5.984525350768971,82.73478704862389,loamy,kharif,plains,maize
116.92168830399606,30.664928167495074,36.868741296352226,24.590119224078368,76.62621730055884,5.955411516521149,195.45105245942935,laterite,kharif,hills,coffee
102.80082624623086,56.749898750969834,59.306686198924375,26.372639500931655,76.01990335001324,6.219301736426852,155.0910825102545,loamy,zaid,tropical,banana
127.91686465658672,63.78320906719823,9.603006336086732,29.02501677679852,62.06766617971196,6.765674251013622,62.014741607797276,black,kharif,deccan,cotton
95.49433899727741,37.15115933617425,42.37348098330222,28.960591494079427,91.96611679360615,6.1758017228458515,247.07171779138795,clayey,kharif,coastal,rice
70.38025541689743,49.48627095302831,40.39451517340725,24.751449525735627,57.07706609505777,6.699140005547447,73.99576606796299,loamy,kharif,plains,maize
13.976922333494018,130.8522805008201,178.83086854600126,15.174512554147618,96.16203843427871,6.450131151464689,152.81460352202413,silty,temperate,hills,apple
30.18808973852994,73.22360213834469,75.21449171405571,21.678570457791064,45.5816753838533,7.05028613711847,49.43492463085654,sandy,rabi,semi-arid,chickpea
108.93168308930595,55.73354902475242,44.63015863067801,25.62649702254942,77.32553116809949,6.616900033581103,225.25498450294276,clayey,kharif,coastal,rice
105.13236527374717,66.00598174175965,14.276004375703074,26.12095880573896,77.16884211367149,5.788092679244812,180.39049358618368,loamy,zaid,tropical,banana
92.33206478833965,83.6471000321316,52.25438372214839,23.15079528815352,87.45698230320944,6.047829777188841,133.6185067199991,loamy,zaid,tropical,banana
64.44186028873446,40.05400544874945,51.64278081369705,25.512396292849555,73.92438973811518,6.304913965709448,66.95502317446466,loamy,kharif,plains,maize
29.82746440658099,134.8153027923149,197.61130467862276,18.987530087905448,84.45933728705538,6.45090067429079,93.21483759723397,silty,temperate,hills,apple
128.0824660687991,41.06531790846124,27.91381057102275,28.285555085771975,62.68248892091686,7.057892785822018,65.7488856735084,black,kharif,deccan,cotton
82.77529337266796,36.375712198600695,27.454775497452736,26.466973779505437,62.095819210563945,7.185022109341045,89.96160293647307,loamy,kharif,plains,maize
97.02940874125859,40.26326976900034,50.51441538751523,25.66099238079241,76.71115384037772,5.6605189277965495,199.7432363565134,laterite,kharif,hills,coffee
101.16177478498037,69.32409062736727,52.845954748253966,26.882178841346725,74.33039698627941,5.432031434406716,142.8278529292274,loamy,zaid,tropical,banana
17.78623391952489,127.7449534810424,212.5574790055856,18.788992286260264,89.2519953937839,6.766402692432212,109.228944394872,silty,temperate,hills,apple
24.347060671421225,128.76553357519845,193.8427649737788,20.080561038078482,81.97459284321877,6.17025841235223,147.21801872828755,silty,temperate,hills,apple
125.249216931254,44.360464999730034,13.0284777376222,24.903674473300846,65.84594431636984,6.7603910565948855,54.74632297223677,black,kharif,deccan,cotton
114.04714212986066,41.32023686675708,12.447866187985948,29.842075609237384,63.17062383885733,7.02029140213577,77.63747626242304,black,kharif,deccan,cotton
79.70698782094763,58.67623560803905,21.713883154670842,19.983919037794454,44.64787442795378,6.259417739110482,85.96059155234505,alluvial,rabi,north,wheat
42.024407533435216,63.705273541054986,81.77695566707506,21.696083346634662,32.508284895372604,7.103343300189896,32.98869333939697,sandy,rabi,semi-arid,chickpea
84.1681419968978,38.00287771330619,23.500948408544737,25.988422587724553,62.525978766771615,5.9041052675910946,98.8762541876621,loamy,kharif,plains,maize
95.31729994694702,80.56783781513857,31.947290981938544,29.259411895635154,74.27857511183583,6.1297128380885,139.56759325283682,loamy,zaid,tropical,banana
94.12998016527457,52.392626143413786,46.6464926997654,29.00479343598557,80.90910183048787,6.0964154138387245,176.41820005339744,loamy,zaid,tropical,banana
83.51435791971646,44.523339506431384,21.210891133833826,28.14744762477202,80.76737209429353,6.601734431256747,172.11479390199057,clayey,kharif,coastal,rice
93.92310612385597,53.69236208037128,34.66074399461111,30.160205141571165,56.72214543579496,7.035828037783715,92.2105941592289,black,kharif,deccan,cotton
78.53457912617473,46.808311626720794,50.034457767526604,23.678420695775,60.835168633126,6.222689056410079,115.45765537509327,loamy,kharif,plains,maize
101.38938522462068,50.2747204433761,31.22907372862694,25.63131354690848,67.55802380496773,6.085269881927264,202.39130412251086,laterite,kharif,hills,coffee
66.04641025701898,61.24955679381631,35.466765987547745,26.323014772178112,67.46589546140525,6.673895589000306,71.9820600939085,loamy,kharif,plains,maize
129.12513069961005,56.24098839841025,23.47862571102081,29.28301911818515,60.74580646383548,7.037483382990009,67.58443661075877,black,kharif,deccan,cotton
67.8173160963619,40.26330309141581,45.96194977167768,19.448836257851212,61.62697015123341,6.85013788689452,58.14310694180327,alluvial,rabi,north,wheat
91.2866200228248,43.61921853928844,55.847939866338,26.382984928444117,75.13885309892561,6.573527845800195,213.3702365580549,clayey,kharif,coastal,rice
0.0,146.24629357599804,176.1201942777265,18.51802080546496,82.66849225145822,6.8671163003100535,179.1632182783299,silty,temperate,hills,apple
56.50463233843754,68.85999065005215,49.98987549347634,21.83082622098768,58.43702479864984,7.403228182244764,38.78222112382822,sandy,rabi,semi-arid,chickpea
28.352615569886577,61.561759860274975,85.61652770508005,21.69592751861547,43.17836763006113,6.671493806485208,45.767155941581095,sandy,rabi,semi-arid,chickpea
97.34838381859309,42.70280420787749,50.5717761598118,24.777181569248512,74.02495883291304,5.748212763904117,204.37243250782106,laterite,kharif,hills,coffee
111.94955597566664,71.22459987093102,43.73857458874942,28.645034771825266,90.68623075545376,6.56825551229051,157.19422997808212,loamy,zaid,tropical,banana
91.22263641952736,82.24248137455189,52.23192908400868,30.520658650386395,80.04040720460974,5.730975018263487,145.06228288345434,loamy,zaid,tropical,banana
107.15220752844009,47.382051293532804,17.660241366562555,29.859699313562185,66.73619933401824,7.0129581077503875,70.7145011489107,black,kharif,deccan,cotton
120.8087630700785,76.52711686465443,58.967471433363826,25.519417585238756,77.1739984325045,5.764689446787855,179.3944752901709,loamy,zaid,tropical,banana
84.65774925166555,56.65685174720048,38.44920625072805,23.549952713498865,53.86452582058965,7.761116845288722,60.449411692735595,alluvial,rabi,north,wheat
95.138201364824,42.416445216767514,32.63227838328523,29.612121928237915,81.35608547058155,6.211237685889827,225.37826895357202,clayey,kharif,coastal,rice
90.94015050660781,77.58082017825228,52.80945479281434,29.52302544263009,91.03701201693538,6.135993088447726,139.2042339397408,loamy,zaid,tropical,banana
82.59705955014988,57.88553242465315,36.48307802400556,21.684491996849346,56.83844980226404,5.900502259234816,54.64755774121238,loamy,kharif,plains,maize
32.36922785624126,129.65041500863856,195.01158352867438,14.966368283067107,84.10984951825044,7.115338820675018,116.45849783434265,silty,temperate,hills,apple
114.11386054746832,41.69541666538042,29.558528366239962,28.575498361134475,60.15981627304438,6.836641510460844,108.931733659417,black,kharif,deccan,cotton
40.414521596024294,82.40812598004263,77.49843326549384,23.806257323579796,48.475893938592726,7.0189936208089225,66.89380422740368,sandy,rabi,semi-arid,chickpea
45.04190345123167,87.40866939181869,86.6547044735975,24.63123850158515,36.92338718293601,7.1827134987098695,36.13680151261221,sandy,rabi,semi-arid,chickpea
103.78568953982744,60.623552634733606,29.710336782238073,29.171790269277924,47.38174602051606,6.455804407469339,88.75522263199744,black,kharif,deccan,cotton
41.04150446186177,56.62406004637311,65.70885198769363,21.830582083777927,45.021901725144325,7.471531569644815,67.14106869541104,sandy,rabi,semi-arid,chickpea
79.44824441525957,82.07129803208277,58.229235975481856,27.640662715580262,73.11258274885995,6.03112743931125,120.70935263372823,loamy,zaid,tropical,banana
108.75705624826395,49.1183112564283,18.635246074872576,21.160242957241945,66.73346360682854,6.662169706005772,210.84710634059368,laterite,kharif,hills,coffee
103.79171774600874,106.57473075464706,55.61349691422429,30.891450071135292,87.23403887115174,6.128803512773081,130.21608456738642,loamy,zaid,tropical,banana
80.86125175963517,26.831697889417583,50.02969475577204,27.628831120608773,98.29561369610444,6.347066009553728,227.75406282524028,clayey,kharif,coastal,rice
107.99584519790378,80.04347687208954,54.713296120532455,27.85827557396912,83.84471080551585,6.010897198530742,133.02950049294716,loamy,zaid,tropical,banana
71.72566645816276,49.04435522813816,23.164722601539975,20.050988141149293,45.40030399549393,7.19346717604626,51.36770894939133,alluvial,rabi,north,wheat
91.88195116540204,7.53003822809373,26.656850726325548,25.060268009889285,75.59300503593641,6.107107802296142,170.1013111236734,laterite,kharif,hills,coffee
38.4630996479414,58.739219596495076,92.72329051723126,23.135440295462836,46.36123718217854,7.516710237603771,41.94407412308411,sandy,rabi,semi-arid,chickpea
114.04409996035355,11.773993512169827,10.573616480637718,21.508602523819516,73.72386361545595,6.317264187224264,198.74896869723065,laterite,kharif,hills,coffee
119.34009823450107,48.51854415295005,3.14250142867607,31.02082085821473,61.434832547895,6.4111741166744975,98.77568228707747,black,kharif,deccan,cotton
30.14322971732497,80.04507551606156,78.95058057364967,19.449383956414625,56.134927089588906,7.089870393689832,62.68667918626816,sandy,rabi,semi-arid,chickpea
109.02466514368058,15.398461024017328,39.54865297056659,24.606272074120614,73.88980372291073,6.495998529675955,193.76148068598076,laterite,kharif,hills,coffee
58.35471162158349,34.56504492067366,69.04498014696883,27.782791688634564,80.64256628370306,6.362778073325107,188.78083294011114,clayey,kharif,coastal,rice
24.7957685315559,45.63074501273979,75.07069537773478,21.4305422383094,38.092223241839136,7.177481338891679,62.90346285630973,sandy,rabi,semi-arid,chickpea
93.82655241987707,57.323116054099444,54.128942667732325,27.790356022073237,94.46360715700675,6.353647605558405,236.5597635359412,clayey,kharif,coastal,rice
40.83441435744637,57.658888604702895,74.34093394873005,20.757406757480002,45.61137389163865,6.862424139155237,75.23320827413293,sandy,rabi,semi-arid,chickpea
90.48757772410507,37.134321404094095,40.03681126427847,22.351517740866413,60.96852785792194,6.917087771959513,79.1488435977635,loamy,kharif,plains,maize
2.4439312141644933,139.63398837662746,228.8631617429001,18.120393884167036,81.0723885203695,6.598640368546515,89.38625497317867,silty,temperate,hills,apple
116.64320659381916,39.59509928144574,16.74927647514875,28.574965834799627,57.593673455652194,6.96978285397399,79.7677674967485,black,kharif,deccan,cotton
21.949440209960763,82.03470384767505,73.90924104665979,22.192879131110782,34.3244761669484,7.284170706343363,41.97251419864895,sandy,rabi,semi-arid,chickpea
36.992220840540135,81.86992729908837,80.74152818078785,23.13827714661844,43.69252734500928,7.18645234761946,40.28496019499361,sandy,rabi,semi-arid,chickpea
108.0806630382539,44.31348246599548,32.524920772645935,29.708078366457375,53.61822765349321,7.029466321409984,53.30778755127524,black,kharif,deccan,cotton
112.45064665771123,82.72009568378074,58.82091429489783,24.811831290894645,91.02137101897408,5.582841541170343,180.5712162858773,loamy,zaid,tropical,banana
107.25489938486605,39.81053447408637,12.123549277422693,27.98185025296093,68.59514933328688,7.020078702763606,109.19887908024143,black,kharif,deccan,cotton
107.55376643561436,45.45295563150729,33.98806507860583,27.13415244523462,61.49288071093116,7.036300630963214,27.374653197561585,black,kharif,deccan,cotton
126.04940488957726,48.76958675219365,25.502709634546026,29.65341664588613,66.184929871526,7.597100656994634,94.42012671918377,black,kharif,deccan,cotton
91.27804471936486,40.642851272306,9.187591648940575,31.836219665907187,51.78332832864014,6.295527220093081,97.199392862114,black,kharif,deccan,cotton
102.43450024351458,80.4594730939617,51.65586054790241,27.9052982325003,83.67826525862472,5.810271720981925,131.04627328721648,loamy,zaid,tropical,banana
100.79231423325993,76.29880808869841,61.89691295857561,24.604651129629918,86.97119816518129,6.287209753249179,175.04087127397327,loamy,zaid,tropical,banana
113.85677831995253,47.07105030009472,30.175504921564396,31.47992522529454,61.986498532975055,7.085360625260072,60.96466107466435,black,kharif,deccan,cotton
107.42515443535551,110.7102612221459,37.690216878610265,26.759178546008783,82.51278696920329,6.139031918542647,189.00277968350036,loamy,zaid,tropical,banana
91.01075434409458,72.58685644564352,55.26401328259826,26.869024026300856,78.32980135819341,6.154475542385482,143.02454637597396,loamy,zaid,tropical,banana
36.34732029977563,62.3381072514,75.87583696708276,22.109826739745568,47.33648073914715,7.065275892670882,62.982064105965065,sandy,rabi,semi-arid,chickpea
41.60902386127607,153.48426554101147,197.2563934435862,16.04171987126138,82.48011933355782,6.84193745265005,87.56448884418063,silty,temperate,hills,apple
86.16132137360026,20.821999973020297,29.328756071274928,26.184349986386216,75.21595682955135,5.780772521433572,175.4403902927177,laterite,kharif,hills,coffee
36.45966683424133,72.04545193086156,74.80323509768989,20.831692444525697,51.632900296763786,7.4671335032265045,39.78270509903646,sandy,rabi,semi-arid,chickpea
17.562443861676932,142.54673086491306,171.5729187722573,17.624025347738677,97.71661094843975,7.003980098685232,122.79613441077045,silty,temperate,hills,apple
88.9212665843411,31.62601776172538,32.86719577361518,24.33503427738297,78.67119687759809,6.07469415917395,236.07170038757204,clayey,kharif,coastal,rice
32.30623547539832,132.41700826550274,189.20995133611262,16.27820273815571,80.81767386746058,7.196275845503564,113.07236372883025,silty,temperate,hills,apple
19.098038865219802,130.56271328462145,207.6162868362666,19.69968823501186,95.14314822973385,6.358300283680354,118.68510444809107,silty,temperate,hills,apple
74.55193351756016,42.02222086059792,36.46790672072366,21.50410687019524,54.3165016416815,7.321851946491167,69.78298569266921,alluvial,rabi,north,wheat
93.21667238500605,16.642668008156484,15.741615730555955,20.027880033700043,70.59029577735258,5.585617095275393,169.98948631685215,laterite,kharif,hills,coffee
72.1043250669103,19.270165640087082,26.591390644124708,26.1743844871092,82.24085048010743,6.878030906850331,242.11986739814597,clayey,kharif,coastal,rice
12.987431791887676,123.26999845901646,181.52982939390722,18.399239112928154,92.26878190940528,7.134211861877575,101.28586757854053,silty,temperate,hills,apple
76.07728369618039,42.79459621662452,41.449792452626305,19.917995371841826,52.07731863510893,6.590838040710611,105.41279397551664,alluvial,rabi,north,wheat
27.65279009315255,52.36294881456851,80.63283203704687,22.422272045608185,52.2047565505699,6.866081571075854,60.92201179246541,sandy,rabi,semi-arid,chickpea
30.679920670942856,67.37193276856044,80.20010656798105,24.808631673774023,40.19815045058212,7.435582329603836,79.63958806530044,sandy,rabi,semi-arid,chickpea
18.4079752627428,122.54772029113278,175.53958216320677,14.747694859659164,88.67175544866626,6.843081819052932,103.79297015155598,silty,temperate,hills,apple
75.17998694414048,38.1574149108482,30.49946700968139,18.901822041097194,68.79798441768904,6.668594230530934,95.9046430339312,alluvial,rabi,north,wheat
51.10546768846383,121.95633051465956,182.88634554748728,15.27712490994533,87.38026950976867,6.81352317886304,126.82505884096544,silty,temperate,hills,apple
101.20850748651412,36.056648915048804,27.925310798581243,29.896261281684883,62.6135399578845,6.406965032812504,90.33734586658122,black,kharif,deccan,cotton
105.28995340885703,53.59220600295612,43.0625610022705,29.431125217714783,84.07231908361095,6.270979046914223,198.13057259076035,clayey,kharif,coastal,rice
66.62806205986583,37.68714164048924,36.75690202648481,20.550044345424464,60.36279247561274,6.963334306449438,87.81625578722762,alluvial,rabi,north,wheat
96.12005061916778,23.650340065021535,30.126902466348902,24.43163974482754,81.87895845290299,6.304920181286128,206.06628447248534,laterite,kharif,hills,coffee
142.03985107279385,49.94237649442031,11.366221448257429,27.750325227953475,56.343920512811955,7.127799274549876,67.71245414213516,black,kharif,deccan,cotton
74.86891118292604,26.86220265171074,44.45947914780583,19.0211909521651,63.46790191526027,6.669257512488706,69.0941337204106,alluvial,rabi,north,wheat
31.270289822725353,63.25919526633639,58.95008611522438,20.636298895823955,31.749600642279916,7.321131644724175,110.99394443674619,sandy,rabi,semi-arid,chickpea
67.67602980445153,71.09844422090077,39.92212164465627,22.681886313476262,70.49558181367759,6.361799196953533,84.94237107364337,loamy,kharif,plains,maize
68.19961937807804,25.00793657438756,42.074817089291024,22.583011120380082,63.940746053779435,6.825634754228015,65.92116277154231,alluvial,rabi,north,wheat
24.089318731106985,137.83013150451683,188.19782517149454,20.72671749603912,84.52228019394265,7.044605714432492,111.22262301391046,silty,temperate,hills,apple
41.99524756045135,64.32404533839814,69.26911581814326,25.819014973118694,48.0192352177065,7.387678020388036,66.52578383436422,sandy,rabi,semi-arid,chickpea
61.91691113725738,38.99915970354111,27.83140599681762,17.428132218392697,52.46463410320752,6.741578788966016,57.00902116823143,alluvial,rabi,north,wheat
105.11409347450676,81.67053526680888,68.29820976525974,30.08141433441824,84.59205521681771,5.502395428536888,136.08641760966634,loamy,zaid,tropical,banana
82.08036176881266,64.16874398498608,37.572325394321034,22.195780834756558,64.34163528983426,6.387536242333469,62.70516695596869,loamy,kharif,plains,maize
20.25056955421273,81.96091569244743,89.61894710845553,26.352049965009602,33.662859886691244,7.610359782617688,56.40271036732255,sandy,rabi,semi-arid,chickpea
90.26209346906799,34.66228974580272,47.94174572950077,18.818325007726298,67.0794787287676,6.90696225509837,44.67966941183556,alluvial,rabi,north,wheat
10.833585713419899,123.63273153241315,191.6319973231309,19.044493727930234,87.80124364382795,6.330374533634503,139.5306949121319,silty,temperate,hills,apple
87.88462745423814,94.74431682395294,56.21884939554951,27.245366817988113,74.39635728412242,5.821345702882452,126.1885532777338,loamy,zaid,tropical,banana
87.612248727598,82.19497272309715,56.67951933037297,28.49614620819234,77.03253870703035,6.289538427899176,118.79265052113809,loamy,zaid,tropical,banana
42.704503555701706,74.68197843557631,76.23511800589675,22.145093996116938,37.30925862160003,6.798760934892416,70.38295003933615,sandy,rabi,semi-arid,chickpea
44.01091837414294,58.96120710419125,74.87725643324255,18.655163208197436,39.033960298903835,7.23964366524582,71.49875779228205,sandy,rabi,semi-arid,chickpea
29.68311308965879,132.38647295630886,192.2227197253139,17.325727923358038,85.02504847712784,5.756643778039075,133.44495882343875,silty,temperate,hills,apple
42.449420625446216,72.55298438416577,81.37025218470626,22.083165896466916,46.17847134493662,7.427288066357974,73.22456010381295,sandy,rabi,semi-arid,chickpea
29.368174565978673,165.01885803744864,196.52788534662335,16.785574939310603,92.4616420005981,7.075866433869287,134.4993568886827,silty,temperate,hills,apple
90.03388240619944,29.914639580568924,48.48219569078861,28.19279874669387,86.3102276259366,6.394786704962942,225.9283600161732,clayey,kharif,coastal,rice
35.70066404219655,123.88996206285091,193.5433603057509,14.763574722576664,83.76885274642405,6.938236898578007,144.7498115584499,silty,temperate,hills,apple
31.166310664731554,147.66679178718283,217.49397415148107,17.36605614445228,91.4461256996754,6.446257387240487,125.56037359389045,silty,temperate,hills,apple
38.298337871266384,73.58771034737758,84.70218217929076,20.842989574646698,45.28273383263604,6.816979335544605,42.824861527093475,sandy,rabi,semi-arid,chickpea
74.704853861102,36.910023054862826,37.02198889460461,19.758751002543143,51.350561623976276,6.428233957148072,118.4352675951337,alluvial,rabi,north,wheat
102.0027010408818,80.59611347903214,77.10002907274585,28.605246843434266,65.7316762234952,6.114204630201046,150.75759988979198,loamy,zaid,tropical,banana
36.220424442543134,75.57776760936187,75.27095243093213,21.10589553497133,40.80701038212677,6.65485068542469,62.9406320458796,sandy,rabi,semi-arid,chickpea
69.36522749820965,31.43014579218732,23.62134248320913,19.907177888942815,58.28000219569891,6.89417878260386,78.5322910355305,alluvial,rabi,north,wheat
89.60190593317076,50.762401574663855,29.852067606791834,27.59952667071286,83.84482291227687,6.309867874010144,203.3326238810119,clayey,kharif,coastal,rice
81.31040154996195,44.97380240529554,30.20651809530426,25.567000096955507,73.87564706404538,7.028029519110126,116.2961574301181,loamy,kharif,plains,maize
82.62212489010625,29.28781883939013,58.347810736738566,25.084774403351698,63.90500094409843,6.601441278499964,61.8036114210438,loamy,kharif,plains,maize
68.28582263917932,56.82351929791736,25.49619919728569,22.06686156412878,58.253171714345534,6.785638673920572,67.91029610671191,alluvial,rabi,north,wheat
110.27938267447207,79.87141986770216,36.21934469154905,25.452699807731474,86.73535922089609,6.418594462433619,156.45818460809446,loamy,zaid,tropical,banana
88.55763602983268,82.0613725470544,59.07820295578327,32.444552866047076,76.26898405637357,5.906271899213686,138.4848295112357,loamy,zaid,tropical,banana
106.98381159231549,33.253815979844944,21.13792231676451,26.789752008754682,48.91780274757087,6.667113235203139,38.942876071642345,black,kharif,deccan,cotton
123.04880565862379,47.2374001441139,12.96181218896043,29.019769206648323,70.61596410660628,6.994334025997798,40.77053680539082,black,kharif,deccan,cotton
79.09485359447088,59.250439217080256,35.839010556902295,19.931253436791867,63.85543723799271,6.343020351178588,131.91997500450879,loamy,kharif,plains,maize
99.01400033405257,28.294564744446625,35.63443640418991,24.658394356179834,67.8470755698428,5.860923537476846,219.01713359486317,laterite,kharif,hills,coffee
103.07604669557567,40.16884927697309,7.793307906780305,30.559205361545352,66.39456685857704,6.198293603143384,66.92815762961332,black,kharif,deccan,cotton
92.13890285372693,56.162096816512076,15.241140678343086,25.93601383465601,87.54543793676012,5.646441960191121,249.51898096107018,clayey,kharif,coastal,rice
88.48204073936691,66.00989607484988,39.50652236861451,27.20024298604777,85.62181397353521,6.2024393693058935,160.45990656494658,loamy,zaid,tropical,banana
77.77314724674353,41.77459847334447,23.139584077659066,23.36349346509544,58.37606818777003,6.512979112432637,66.99829011695273,loamy,kharif,plains,maize
40.01657542634481,57.90849658633158,81.66393944818431,21.73699474312982,62.724278413465086,7.199793344469795,47.387503058672706,sandy,rabi,semi-arid,chickpea
88.43504186423638,46.5976589933974,27.7350155776275,26.808133694112506,80.36111705766037,5.4907212490288035,176.68095208481415,laterite,kharif,hills,coffee
25.554642443691435,138.99022600717745,217.7141780262382,17.636750861070492,91.8639560711874,6.751746332922113,91.9396923613474,silty,temperate,hills,apple
24.981772477789022,70.96383020116755,72.13580917244445,24.53190796057116,43.94231337347439,7.532524012547949,39.887065671496146,sandy,rabi,semi-arid,chickpea
97.59497010972184,46.17334629151307,18.538337311359996,28.156833743780975,74.06555667440308,6.992144005926918,89.52196722892668,black,kharif,deccan,cotton
29.48087704082142,151.72789923091045,204.9592061007514,14.266942734428016,79.69525943794882,6.3603623286355795,109.63533600933467,silty,temperate,hills,apple
67.15269238451006,51.45793759849953,45.16793008643441,21.334307180573038,60.454957613283256,6.296942263307216,87.27319413482597,alluvial,rabi,north,wheat
96.39100909156174,89.09424189192057,41.405613825428794,26.949657918176126,89.81855127405,6.304003678206869,142.83981388217956,loamy,zaid,tropical,banana
82.09292986036513,43.156050035903405,54.4702434506588,25.687649092061505,80.07512135959323,5.448448839591471,216.74668158910185,clayey,kharif,coastal,rice
101.37398107442743,38.454943207500996,31.648688659951564,26.597054129615103,85.45498074762733,6.261800675458799,198.31223855533267,clayey,kharif,coastal,rice
102.49740665444598,69.07267790761992,48.90457488110724,27.460925396575092,75.82004052496733,6.149969025029542,154.69292375409518,loamy,zaid,tropical,banana
119.89383938938408,43.40790740684917,20.75237963884057,29.19356152409654,63.290588814914216,7.070388932653966,86.10291363889662,black,kharif,deccan,cotton
63.81502397589615,56.81450469628532,28.085075820514064,19.680540523231542,52.73684275126557,6.029114444882223,42.36027119846078,alluvial,rabi,north,wheat
108.97280636969778,35.07104758901251,2.635945083019813,32.10024789559217,63.637175108154636,6.932890653214894,68.81955269607501,black,kharif,deccan,cotton
